0.0,1.8551787
0.1010101,-2.0561585
0.2020202,-0.88845515
0.3030303,0.980489
0.4040404,0.10584848
0.5050505,-1.4139622
0.6060606,0.02790444
0.7070707,0.07322715
0.8080808,1.764396
0.90909094,0.21065065
1.010101,2.0794694
1.1111112,0.7662138
1.2121212,2.6362972
1.3131313,0.34118754
1.4141414,2.6275682
1.5151515,2.050727
1.6161616,1.8240973
1.7171717,1.154896
1.8181819,1.2554175
1.919192,2.1013005
2.020202,1.1752485
2.121212,0.93832207
2.2222223,3.3707192
2.3232324,2.565707
2.4242425,2.605745
2.5252526,2.3913035
2.6262627,0.51189023
2.7272727,3.8649857
2.8282828,2.1083114
2.929293,1.166348
3.030303,1.6194814
3.131313,2.025139
3.2323232,2.7766001
3.3333333,0.72533846
3.4343433,2.5902183
3.5353534,3.9373002
3.6363637,2.454896
3.7373738,2.5517347
3.838384,2.943379
3.939394,4.910955
4.040404,3.813965
4.141414,3.5063348
4.242424,3.466898
4.3434343,3.1059408
4.4444447,4.5554967
4.5454545,4.47257
4.646465,5.192432
4.7474747,2.9495234
4.848485,3.8631372
4.949495,4.382695
5.050505,7.072932
5.151515,5.407584
5.2525253,5.665225
5.353535,5.96778
5.4545455,4.676352
5.5555553,6.8043985
5.6565657,5.45303
5.757576,6.3488336
5.858586,6.4621964
5.959596,5.5752435
6.060606,5.6794534
6.1616163,4.398601
6.262626,7.1376
6.3636365,6.393402
6.4646463,7.1428504
6.5656567,5.0737605
6.6666665,7.1128583
6.767677,7.6827497
6.8686867,5.568473
6.969697,6.1016912
7.070707,8.134127
7.171717,7.4746823
7.2727275,5.6037283
7.3737373,6.5786304
7.4747477,6.2682977
7.5757575,7.985381
7.676768,6.8615046
7.7777777,8.526865
7.878788,8.452245
7.979798,6.694821
8.080808,8.050263
8.181818,9.833696
8.282828,9.971324
8.383839,7.9628015
8.484848,6.9211006
8.585858,9.029511
8.686869,9.874981
8.787879,10.2888775
8.888889,9.593454
8.989899,9.1711
9.090909,9.595136
9.191919,9.270202
9.29293,9.956905
9.393939,7.7858906
9.494949,10.524422
9.59596,8.768803
9.69697,12.317647
9.797979,10.828873
9.89899,9.606645
10.0,10.555159